f1,f2,method,N,seed,selected_count
-31.0,2.912490614241227,NSGA2,10,12,2
-16.0,1.1673271699691425,NSGA2,10,12,1
-65.0,8.646027779933002,NSGA2,10,12,4
-73.0,9.715904935460776,NSGA2,10,12,5
-43.0,4.84125203691541,NSGA2,10,12,3
-50.0,5.588303016484581,NSGA2,10,12,3
-35.0,3.8431395722124964,NSGA2,10,12,2
-0.0,0.0,NSGA2,10,12,0
-19.0,2.675812402243354,NSGA2,10,12,1
-77.0,10.574789202607185,NSGA2,10,12,5
-62.0,7.517064439158764,NSGA2,10,12,4
-80.0,11.942190255156412,NSGA2,10,12,5
-54.0,7.040092533217422,NSGA2,10,12,4
-74.0,10.197769442068463,NSGA2,10,12,5
